name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_incubation_period,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,characteristics_age_of_molting,domesticos,protegidos,exoticos,peso_en_kg,altura_cm
Tang,Ocean,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Unknown,Unknown,Unknown,Unknown,School,Unknown,Loss of coral reefs,The brightly colored body,Surgeonfish or unicornfish,A day or two,Coral reefs and open ocean,Omnivore,Unknown,Unknown,Tang,75.0,Unknown,Found around shallow coral reefs!,Unknown,YellowRedBlueBlackWhiteOrangePurpleSilverBlack-Brown,Scales,Unknown,Up to 30 years,Up to 1 or 2 pounds,Up to 3 feet,Unknown,Unknown,Unknown,"Groupers, tuna, snappers, and barracuda",Ray-finned fish,Unknown,Pointed snout and razor-sharp scalpel at the base of their tail,Unknown,Unknown,40000.0,Unknown,Unknown,"Plankton, algae, and sometimes meat",Salt,Unknown,Unknown,Algae,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,0.6,45
Tarpon,Ocean,Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae,Megalops,Unknown,Fish and large invertebrates,Unknown,School,Unknown,"Fishing, river damming, pollution","Large, silvery scales on sides","Silver king, grand ecaille, sabalo real",Unknown,"Bays, mangrove lagoons, coastal waters",Carnivore,Unknown,Unknown,Tarpon,2.0,Unknown,Unknown,Unknown,BlueBlackGreenSilver,Scales,Unknown,Males-30+ years; females-50+ years,100 pounds+,6 feet,Unknown,Unknown,Unknown,"Sharks, porpoises, alligators",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,22,182
Telescope Fish,Ocean,Animalia,Chordata,Actinopterygii,Aulopiformes,Giganturidae,Gigantura,Unknown,Plankton,Unknown,Solitary/School,Unknown,Carnivorous fish life,Protruding eyes,"Common trumpeters, real bastard trumpeters",Unknown,Deep sea depths of world oceans,Omnivore,Unknown,Unknown,telescope fish,2.0,Unknown,Unknown,Unknown,BlueGreen,Scales,Unknown,6 to 25 years,Unknown,4 to 6 inches,Unknown,Unknown,Unknown,Shark and other large fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,"Other fish life, particularly plankton",Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,Unknown,12.5
Tetra,South-America,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon Axelrodi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clearwater streams of South America,Omnivore,Unknown,Unknown,Tetra,Unkown,Unknown,Native to the freshwater streams of South America!,Unknown,RedBlueBlackWhiteSilver,Scales,Unknown,2-5 years,Unknown,Unknown,Unknown,Unknown,Unknown,"Fish, Eels, Crustaceans",Unknown,Unknown,Unknown,Unknown,Unknown,130.0,Unknown,Unknown,"Algae, Brine Shrimp, Plankton",Fresh,Unknown,Unknown,Algae,Unknown,Unknown,5.5-7.5,Unknown,Unknown,1,0,0,Unknown,Unknown
Tiger Shark,Ocean,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo Cuvier,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical coastal waters,Carnivore,35,Solitary,Unknown,Unkown,Unknown,The fourth biggest species of shark in the world!,Unknown,BrownGreyBlackWhite,Smooth,20 mph,30-40 years,"385-635kg (850-1,400lbs)",Unknown,Unknown,Unknown,Unknown,Human,Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Squid, Fish, Turtles",Unknown,Unknown,Unknown,Squid,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,Unknown,Unknown
Tire Track Eel,Asia,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus,"Worms, krill, plankton",Unknown,Solitary,Unknown,Habitat loss and being captured for the pet trade,Design of splotches on its skin resembles tire tracks,"Zig-zag eel, tire-track spiny eel, or marbled spiny eel",3 - 4 days,"Rivers, marshes, inland areas",Carnivore,Unknown,Solitary,Eel,93.0,Unknown,Unknown,Unknown,BrownGreyTan,Skin,Unknown,8 - 18 years,3 - 5 pounds,0.5 - 2.4 feet,Unknown,Unknown,Unknown,"Humans, sea birds, larger fish",Synbranchiformes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,6.8 - 7.2,Unknown,Unknown,1,0,0,1.8,44
Toadfish,Ocean,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Unknown,Unknown,"Sea worms, crustaceans, mollusks, other fish",Unknown,Territorial,Unknown,"Hunting/trapping, pollution",Toadlike appearance,"Frogfish, dogfish",Varies,Worldwide,Carnivore,Unknown,Unknown,Frogfish,83.0,Unknown,Unknown,Unknown,Brown,Smooth,Unknown,3-24 years,0.25-5.1lbs (110g-2.3kg),7.5-57cm (3-22in),Unknown,Unknown,Unknown,"Marine mammals, sea turtles, other fish",Vertebrate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,1.08,36
Trout,Asia,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,"Salmo, Oncorhynchus, Salvelinus","Salmo obtusirostris, Salmo trutta, Salmo trutta morpha fario, Oncorhynchus clarki, O.c. pleuricius, Oncorhynchus mykiss, Salvelinus fontinalis, Salvelinus malma, Salvelinus confluentus","Crayfish, minnows, insects",Unknown,School,Unknown,Climate change,Spotted dorsal fin,Steelhead,66-104 days,"Rivers, streams, lakes",Carnivore,Unknown,Unknown,Trout,14.0,Unknown,Unknown,Unknown,BrownSilverPink,Scales,8 mph,18 to 40 years,10 to 30 pounds,1 to 2 feet,Unknown,Unknown,Unknown,"Humans, bears, eagles",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,6.5 to 8,Unknown,Unknown,1,0,0,Unknown,Unknown
Trout,Europe,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,"Salmo, Oncorhynchus, Salvelinus","Salmo obtusirostris, Salmo trutta, Salmo trutta morpha fario, Oncorhynchus clarki, O.c. pleuricius, Oncorhynchus mykiss, Salvelinus fontinalis, Salvelinus malma, Salvelinus confluentus","Crayfish, minnows, insects",Unknown,School,Unknown,Climate change,Spotted dorsal fin,Steelhead,66-104 days,"Rivers, streams, lakes",Carnivore,Unknown,Unknown,Trout,14.0,Unknown,Unknown,Unknown,BrownSilverPink,Scales,8 mph,18 to 40 years,10 to 30 pounds,1 to 2 feet,Unknown,Unknown,Unknown,"Humans, bears, eagles",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,6.5 to 8,Unknown,Unknown,1,0,0,Unknown,Unknown
Trout,North-America,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,"Salmo, Oncorhynchus, Salvelinus","Salmo obtusirostris, Salmo trutta, Salmo trutta morpha fario, Oncorhynchus clarki, O.c. pleuricius, Oncorhynchus mykiss, Salvelinus fontinalis, Salvelinus malma, Salvelinus confluentus","Crayfish, minnows, insects",Unknown,School,Unknown,Climate change,Spotted dorsal fin,Steelhead,66-104 days,"Rivers, streams, lakes",Carnivore,Unknown,Unknown,Trout,14.0,Unknown,Unknown,Unknown,BrownSilverPink,Scales,8 mph,18 to 40 years,10 to 30 pounds,1 to 2 feet,Unknown,Unknown,Unknown,"Humans, bears, eagles",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,6.5 to 8,Unknown,Unknown,1,0,0,Unknown,Unknown
Tuna,Ocean,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Unknown,Unknown,"Fish, crustaceans, cephalopods, and mollusks",Unknown,School,Millions,Overfishing,"The metallic blue, silvery color",Tunny,A few days,Oceans,Omnivore,Unknown,Unknown,Tuna,15.0,Unknown,Unknown,Unknown,YellowBlueBlackWhiteSilver,Smooth,50 mph,Up to 40 years,"Up to 2,000lbs",Up to 4m (14ft),Unknown,Unknown,Unknown,"Sharks, humans, whales",Ray-finned fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,450,200
Vampire Squid,NotListed,Animalia,Mollusca,Cephalopoda,Vampyromorphida,Vampyroteuthidae,Vampyroteuthis,Vampyroteuthis infernalis,"Marine snow, dead planktonic creatures",Unknown,Solitary,Not known,"Whales, large fishes, and sea lions",Red or blue eyes,Unknown,13 months,Tropical and temperate deep waters around the globe,Omnivore,Unknown,Unknown,Vampire squid,1.0,Unknown,Unknown,Unknown,RedBlack,Hair,Unknown,"8 years of adult life, much longer total life span",Approximately 1 pound,Approximately 12 inches,Unknown,Unknown,Unknown,"Whales, large fishes, and sea lions",Sea creature,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Marine snow and detritus that contains dead planktonic creatures and fecal pellets,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,0.45,20
Viper shark (dogfish),Ocean,Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Trigonognathus,Trigonognathus kabeyai,Bony fish,Unknown,Unknown,Not recorded,"Bigeye tuna, sickle pomfret.",Triangular jaw and fang-like teeth,"Viper dogfish, viper shark.",Unknown,"Deep water, upper continental slopes, seamounts.",Carnivore,Unknown,Unknown,Viper dogfish,1.0,Unknown,Unknown,Unknown,Black,Rough,Unknown,Unknown,Up to 1.7 lbs.,up to 53 centimeters (21 inches),Unknown,Unknown,Unknown,"Bigeye tuna, sickle pomfret.",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,0.39,26
Wahoo Fish,Ocean,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Acanthrocybium,Acanthocybium solandri,"Fish, squid, crustaceans",Unknown,SolitarySchool,"Not evaluated, but their conservation status is listed as Least Concern",Predators,Its shining silver and iridescent blue coloration,"Ono, hoo, Kingfish, Queenfish, jack mackerel, barracuda, many others",Unknown,Unknown,Carnivore,Unknown,Unknown,Wahoo,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sharks and rays,Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,Unknown,Unknown
Walking Catfish,Asia,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias batrachus,"Mollusks, fish, insects, plants, and plankton",Unknown,Solitary,Unknown,Overfishing,The four pairs of long barbels,Air-breathing catfish,24 hours,"Rivers, streams, swamps, and ponds",Omnivore,Unknown,Unknown,Walking Catfish,1.0,Unknown,Unknown,Unknown,BrownGreyWhite,Skin,Unknown,Unknown,2lbs,8cm - 47m (3in - 18in),Unknown,Unknown,Unknown,"Crocodiles, birds, and large mammals",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,Up to 10,Unknown,Unknown,1,0,0,9.45,Unknown
Walleye Fish,North-America,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,Sander vitreus,"Fish, insects",Unknown,School,Unknown,Climate change,"Large, glassy eyes","Yellow pike, yellow pickerel",12-30 days,"Lakes, streams, rivers",Carnivore,Unknown,Nocturnal,Walleye,1.0,Unknown,Unknown,Unknown,WhiteGoldGreen,Scales,50 mph,240 months,20lb,0.7m-0.9m (2.2ft-2.8ft),Unknown,Unknown,Unknown,"Humans, birds, fish",Perciforme,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,6.0-8.0,Unknown,Unknown,1,0,0,9,80
Wels Catfish,Europe,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,Silurus glanis,"Snails, worms, crustaceans, insects, fish, and birds",Unknown,Solitary,Unknown,Overfishing,The barbels (whiskers) on the face,Sheatfish,3-10 days,rivers and lakes,Omnivore,Unknown,Unknown,wels catfish,1.0,Unknown,Unknown,Unknown,BrownGreyWhiteGreen,Unknown,Unknown,up to 80 years,Up to 500 lbs,Up to 10 feet,Unknown,Unknown,Unknown,Humans and pike,ray-finned fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,0,0,1,Unknown,152
Whale Shark,Ocean,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon Typus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Warm coastal waters and open ocean,Carnivore,12,Solitary,Unknown,Unkown,Unknown,The largest species of fish in the world!,Unknown,BrownGreyBlue,Smooth,10 mph,60-70 years,"13,607-18,144kg (15-20tons)",Unknown,Unknown,Unknown,Unknown,"Human, Sharks, Killer Whale",Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Plankton, Crab, Fish",Unknown,Unknown,Unknown,Krill,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,15875,Unknown
Wolf Eel,Ocean,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,"Crabs, sand dollars, abalone, sea urchins, clams, mussels, fish, and squid",Unknown,Solitary/Pairs,unknown,Harbor seals,Powerful jaws and sharp teeth,Unknown, 91 to 112 days,Ocean,Carnivore,Unknown,Unknown,Wolf Eel,-2.0,Unknown,Unknown,Unknown,BrownGreyGreen,Scales,Unknown,25 years,41 pounds,Up to 8 feet,Unknown,Unknown,Unknown,Harbor seals and sharks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Crabs, sand dollars, abalone, sea urchins, clams, mussels, fish, and squid",Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,18,121
Wolffish,Ocean,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Unknown,Anarhichadidae,"Crabs, clams, sea urchins, starfish, and others",Unknown,Solitary/Pairs,Unknown,Habitat destruction and accidental catches,The long eel-like body and sharp teeth,Sea wolf,Three to nine months,Coastal waters,Carnivore,Unknown,Unknown,Wolffish,5.0,Unknown,Unknown,Unknown,BrownGreyBlueWhiteGreen,Scales,Unknown,At least 12 years,Up to 50 pounds,Up to 7.5 feet,Unknown,Unknown,Unknown,Sharks and humans,Fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,11,Unknown
Woodlouse,Africa,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,Asia,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,Central-America,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,Eurasia,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,Europe,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,North-America,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,Oceania,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Woodlouse,South-America,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,"Rotting leaves, mildew, fungus","Manca, juvenile",Social,Unknown,Pesticides,Armor-like shell,"Pill bug, roly-poly",8-12 weeks,"Grassland, woods, gardens, farms",Herbivore,Unknown,Unknown,Woodlouse,Unkown,Worldwide except Antarctica,Unknown,Social,BrownGreyBlack,Shell,Unknown,3-4 years,less than 1 gram,0.7mm - 18mm,1 year,Unknown,100+," Humans, centipedes, spiders, frogs, shrews",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,0.001,0.9
Wrasse,Ocean,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Unknown,Labridae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Coral reefs and rocky shores,Carnivore,Unknown,Unknown,Wrasse,Unkown,Unknown,There are more than 500 different species!,Unknown,BrownGreyYellowBlueBlackWhiteGreenOrange,Scales,Unknown,3 - 10 years,Unknown,11cm - 250cm (4in - 98in),Unknown,Unknown,Unknown,"Sharks, Lionfish, Barracuda",Unknown,Unknown,"Large, thick lips and protractile mouths",Unknown,Unknown,1000.0,Unknown,Unknown,Small Fish and Invertebrates,Salt,Unknown,Unknown,Fish,Unknown,Unknown,5 - 7,Unknown,Unknown,1,0,0,Unknown,133
X-Ray Tetra,South-America,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Pristella,Pristella maxillaris,"Worms, Insects, Small Crustaceans",Fry,School,Abundant,Water Pollution,Unknown,"Golden Pristella Tetra, Water Goldfinch",Unknown,Amazon coastal waters,Omnivore,Unknown,Diurnal,X-Ray Tetra,1.0,"Brazil, Guiana, Guyana, and Venezuela","Yellow, black and white striped fins!",Fish,YellowBlackWhiteSilver,Scales,Unknown,2 - 5 years,Unknown,Unknown,5 - 8 months,Unknown,Unknown,"Larger Fish, Frogs, Birds",Unknown,3.2cm - 5cm (1.6in - 1.9in),Striped fins and translucent skin,Unknown,24 hours,Unknown,Unknown,Unknown,Unknown,Brackish,Immediately,350,Unknown,Unknown,Unknown,6.0 - 7.0,Unknown,Unknown,1,0,0,Unknown,Unknown
Yellowfin Tuna,Ocean,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,Thunnus albacares,Unknown,Unknown,School,Millions,Overfishing,The long yellow-colored secondary fins,Ahi,A few days,Oceans,Carnivore,Unknown,Unknown,Yellowfin tuna,1.0,Unknown,Unknown,Unknown,YellowBlueSilver,Smooth,50 mph,7 or 8 years,Up to 450lbs,Up to 2m (7ft),Unknown,Unknown,Unknown,"Sharks, whales, marlins, seabirds, humans, and other fish",Ray-finned fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fish, crustaceans, cephalopods, and mollusks",Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,101,100
Yeti Crab,Ocean,Animalia,Arthropoda,Malacostraca,Decapoda,Kiwaidae,Kiwa,Unknown,Bacteria,Unknown,Colony,Unknown,Unknown,The white body and hairy claws,Unknown,Unknown,Pacific Ocean,Carnivore,Unknown,Unknown,Yeti Crab,4.0,Unknown,Unknown,Unknown,GreyWhite,Hard Shell,Unknown,Unknown,2lbs – 5lbs,15cm (6in),Unknown,Unknown,Unknown,Fish and octopuses,Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,1.5,15
Zebra Mussels,Eurasia,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena polymorpha,"Plankton, waste and debris from water",Unknown,Beds (like reefs),unknown,Unknown,Alternating dark and light stripes on outer shells,Dreissena polymorpha,two days,"freshwater rivers, lakes and streams",Herbivore,Unknown,Unknown,Zebra mussel,1.0,Unknown,Unknown,Unknown,BrownWhiteBeige,Shell,Unknown,2 to 5 years,Unknown,1 inch,Unknown,Unknown,Unknown,"Ducks, fish, crabs",mollusk,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,Unknown,2.5
