name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,coordenadas
Tick,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Arthropoda,Arachnida,Ixodida,Unknown,Unknown,Unknown,"Mammals, birds, reptiles, amphibians","Larva, nymph, or instar",Infestation,Unknown,None,Engorged body after feeding,Unknown,Immediately to 3 months,Woods around the world,Carnivore,Unknown,Unknown,Tick,1000.0,Worldwide,Unknown,Parasitic,BrownBlack,Skin,Unknown,2-4 years,Unknown,3mm or more,Unknown,Unknown,"2,000-18,000","Birds, chickens, guinea fowl, toads, frogs, opossums",Arachnid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
African Penguin,"['Africa', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus,"Fish, Squid, Crustaceans",Chick,Colony,"140,000",Habitat disruption,Pink glands above their eyes,Jackass Penguin,Unknown,Rocky Ocean Islands,Carnivore,Unknown,Diurnal,African Penguin,1.0,south-west African coast,The only penguin species in Africa!,Bird,GreyBlackWhite,Feathers,12.4 mph,10 - 15 years,2kg - 5kg (4.4lbs - 11lbs),Unknown,3 - 4 years,Unknown,Unknown,"Sharks, Fur Seals, Gulls",Unknown,60cm - 68cm (24in - 27in),Unknown,Unknown,Unknown,Unknown,40 days,3 - 5 months,2.0,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Cockatoo,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Unknown,Unknown,Unknown,Chicks or hatchlings,Flock,Unknown,Unknown,Crest of feathers on the head,Unknown,Unknown,"Forests, groves, and plains",Omnivore,Unknown,Unknown,Cockatoo,Unkown,"Australia, New Guinea, Philippines, Indonesia, and Pacific islands","Highly social, smart, and chatty bird.",Birds,Unknown,Feathers,Unknown,20 to 70 years in the wild,"300g – 1,200g (0.66lbs – 2.65lbs)",30cm - 76cm (12in - 30in),3 to 7 years,Unknown,Unknown,"Falcons, eagles, owls, snakes, and cats",Unknown,Unknown,Unknown,Unknown,Unknown,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fruits, seeds, and tubers",Unknown,Unknown,Unknown,Unknown,
Snow Crab,['Ocean'],Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,C. opilio,"Fish, shrimp, smaller crabs, clams",Unknown,Group,Unknown,Ocean warming,Unknown,"Opie, opilio crab",Up to two years,Unknown,Carnivore,Unknown,Unknown,Snow crab,Unkown,Unknown,Unknown,Unknown,Unknown,Hard Shell,Unknown,Unknown,5 - 7 pounds,3.7 - 6.5 inches,Unknown,Unknown,Unknown,"Humans, squid, seals, halibut",Crustacean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Up to 100,000 eggs",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Welsh Corgi,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Welsh Corgi,Unkown,Unknown,There are two distinct breeds!,Herd,Unknown,Hair,Unknown,13 years,14kg (30lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Yoranian,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rodents,puppies,PackSociable,unknown,Being crushed by larger animals or humans,Beard and eyebrows,"Yorkie Pom, Yorkie Pomeranian",2 months,domesticated,Omnivore,2-4,PackSocial,Yorkie Pomeranian,1.0,North America,Unknown,Unknown,BrownGreyBlackWhiteSilverMulti-colored,Fur,10 mph,12-15 years,3-7 pounds,10-12 inches,12 months,1-3 months,2-4 puppies,Unknown,mammal,6-10 inches,Unknown,"Friendly, alert, over-protective, intelligent, easy to train, and great with children",easy to train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,mice,Unknown,3 months,1 pound,Unknown,Unknown,meat,designer hybrid breed,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca calva,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinavidae,Abrochtha,Abrochtha carnivora,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Mangrove Snake,['Asia'],Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,Boiga dendrophila,"Reptiles, birds, small mammals.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,4 to 15 eggs,Unknown,Mangrove snake or gold-ringed cat snake,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12 to 17 years,Unknown,6-7 feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Russian Bear Dog,['Eurasia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownGreyBlackCream,Hair,Unknown,10 to 12 years,170 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23 to 30 inches,Unknown,Bold and Fearless,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Nubian Goat,['North-America'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,Unknown,kid,Herd,924 million,Unknown,Unknown,Unknown,150 days,Unknown,Herbivore,Unknown,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,BlackWhiteTanChestnut,Hair,Unknown,"15 years in captivity, 12 years in the wild",135lbs,Unknown,six months,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela habita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,[],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha rara,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha longicollis,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Standard Schnauzer,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackWhite,Hair,Unknown,13-16,30-50,Unknown,Unknown,Unknown,4-8 pups,Unknown,Unknown,18-20,bristly eyebrows and a long mustache,"Intelligent, playful, affectionate, loyal",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella quinquecostata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Hawaiian Monk Seal,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,"Fish, lobster, crab, octopus and squid",Pup,Mainly solitary,1400,Habitat loss,Folds of skin around neck that look like a monk's robe,"Ilioholokauaua (the dog which runs in rough waters), na mea hulu (the furry one) and iliokai (seadog)",9 months,Northwestern Hawaiian Islands' waters and beaches,Carnivore,Unknown,Unknown,Monk seal,2.0,Northwestern Hawaiian Islands,Unknown,colony or rookery,GreyWhite,Fur,5 mph,30 years,Unknown,7-8 feet,4 years,1.5 months,1,Sharks,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hawaiian inslands,Unknown,Unknown,Unknown,
Anteater,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Xenarthra,Myrmecophagidae,Tamandua,Myrmecophaga Tridactyla,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forest and grasslands,Omnivore,1,Solitary,Unknown,Unkown,Unknown,Found throughout the Southern Hemisphere!,Unknown,BrownGreyBlackTan,Fur,18 mph,9 - 20 years,18kg - 40kg (40lbs - 88lbs),0.9m - 2.1m (3ft - 7ft),Unknown,Unknown,Unknown,"Puma, Snakes, Jaguar",Mammal,Unknown,Elongated snout and long sticky tongue,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Ants, Termites, Insects",Unknown,Unknown,Unknown,Unknown,Unknown,Ants,Unknown,Unknown,Unknown,Unknown,
Savanna Goat,"['Africa', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,artiodactyla,Bovidae,Capra,Capra hircus,Unknown,Kid,Flock,"3,000 in the U.S., South Africa unknown",Unknown,Solid white coat with black skin,Unknown,150 days,savanna mixed woodland-grassland,Herbivore,Unknown,Unknown,savanna goat,-1.0,"South Africa, South America, United States, New Zealand, Australia",Unknown,Unknown,BlackWhite,Hair,Unknown,15-18 years,132 pounds,Unknown,4-6 months,10 to 12 weeks,1-3 kids,"humans, foxes, wolves, coyotes, mountain lions, bobcats, bears, eagles, dogs",Mammal,1.64ft - 2.08ft,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Wildebeest,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes Taurinus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass plains and bush covered savanna,Herbivore,1,Herd,Unknown,Unkown,Unknown,"Can trek more than 1,000 miles every year!",Unknown,BrownBlackTan,Hair,38 mph,15-20 years,120-250kg (265-550lbs),Unknown,Unknown,Unknown,Unknown,"Lion, Cheetah, Crocodile",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Leaves, Shoots",Unknown,Unknown,Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,Unknown,
Torkie,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rodents,puppies,PackSocial,unknown,being crushed or ran over,guarding instincts,Unknown,2 months,Domesticated,Omnivore,1-3,PackSocial,Torkie,-1.0,North America,Unknown,Unknown,White-BrownMulti-coloredBlack-Brown,Fur,10 mph,13-15 years,7-10 pounds,9-10 inches,12 months,2 months,1-3 puppies,Hawks,mammal,8-9 inches,hunting instincts,"Sweet, Intelligent, Vigilant and Protective, Easy to Potty Train, Playful, Good Lap Dog","require training, can be stubborn",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,rats,Unknown,3 months,3 pounds,Unknown,Unknown,meat,North America,Unknown,Unknown,watchdog instincts,
Muskox,"['Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Artiodactyla,Ovibos,Ovibos moschatus,Unknown,Calves,Social,"133,914 – 136,914",Changes in climate,A thick coat of long fur,"Sheep-ox, Oomingmak",Unknown,Unknown,Herbivore,Unknown,Unknown,Muskox,Unkown,"Canada, United States (Alaska), Russia, Norway, Greenland",Unknown,Unknown,WhiteDark Brown,Fur,37 mph,20 years,400lbs - 900lbs,4ft – 8ft,4 years,10 months,Unknown,"Arctic wolves, bears",Mammal,4ft - 5ft,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"They eat grass, plants",Unknown,Unknown,Unknown,Unknown,
Indian Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and tropical woodland,Herbivore,1,Herd,Unknown,Unkown,Unknown,Found throughout south-east Asia!,Unknown,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",Unknown,Unknown,Unknown,Unknown,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Roots",Unknown,Unknown,Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella triptera,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,[],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Egyptian Cobra,['Africa'],Animalia,Chordata,Reptilia,squamata,Elapidae,Naja,Naja haje,"Toads, small mammals, birds, eggs, lizards, other snakes",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Carnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Scales,Unknown,20-30 years,Up to 20 lbs,Up to 8 feet,Unknown,Unknown,Unknown,Unknown,Reptile,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Toads, small mammals, birds, eggs, lizards, other snakes",Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Sinantherina,Sinantherina semibullata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Smooth Fox Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownBlackWhiteTan,Hair,Unknown,12 – 15 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18 lbs,Unknown,Energetic and curious,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela habita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Florida Woods Cockroach,['North-America'],Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,Eurycotis floridana,Decaying plant and animal matter,Nymph,Colony,Unknown,Extermination by humans,"Flattened, egg shaped body","Palmetto bug, Florida stinkroach, skunkroach",48 days,Unknown,Omnivore,Unknown,Unknown,Palmetto bug,1.0,North America,Unknown,Cockroach,Brown,Exoskeleton,3 mph,12-15 months,0.105 g,1.5 in,100-120 days,Unknown,12-24 eggs per egg case,Unknown,Insect,0.25 in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Darwin’s Frog,['South-America'],Animalia,Chordata,Amphibia,Anura,Rhinodermatidae,Rhinoderma,Rhinoderma Darwinii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Beech-tree forests and in fields,Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Camouflages itself as a dead leaf!,Unknown,BrownGreyBlackTanGreen,Permeable,5 mph,10 - 15 years,2g - 5g (0.07oz - 0.17oz),2.5cm - 3.5cm (0.9in - 1.4in),Unknown,Unknown,Unknown,"Rodents, Snakes, Birds",Amphibian,Unknown,Small body size and leaf-like appearance,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,Unknown,Unknown,"Insects, Worms, Snails",Unknown,Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,Unknown,Unknown,
Swai Fish,['Asia'],Animalia,Chordata,Actinopterygii,Siluriformes,Pangasiidae,Pangasianodon,Pangasianodon hypophthalmus,"Crustaceans, small fish, and plants",Unknown,School,Unknown,Fishing,Shark-style dorsal fin,"Tra fish, iridescent shark, pangasius",Unknown,Rivers,Omnivore,Unknown,Unknown,Iridescent shark,1.0,Unknown,Unknown,Unknown,SilverBeige,Scales,Unknown,Unknown,50 - 100 lbs,2-4 ft,Unknown,Unknown,Unknown,Unknown,Pangasiidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fresh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella chengalathi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Little Penguin,"['Ocean', 'Oceania']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula Minor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,The smallest species of penguin!,Unknown,GreyBlueBlackWhite,Feathers,Unknown,10 - 20 years,1kg - 3kg (2.2lbs - 6.6lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,35cm - 50cm (14in - 20in),Small body size with blue/grey feathers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,Unknown,Unknown,
American Foxhound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,7,Unknown,American Foxhound,Unkown,Unknown,"Sweet, kind, loyal, and very loving!",Dog,BlackWhiteTan,Hair,Unknown,10 to 12 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hound,Unknown,"Long legs and wide, flat ears","Mix of affectionate, loving, and stubborn",Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
Skunk,"['Asia', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open woodland and dense shrub,Omnivore,6,Solitary,Unknown,Unkown,Unknown,Also known as the Polecat!,Unknown,GreyBlackWhite,Fur,10 mph,5-8 years,0.5-6.3kg (1.1-14lbs),Unknown,Unknown,Unknown,Unknown,"Owls, Coyote, Wild cats",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Insects, Rodents, Rabbits",Unknown,Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,Unknown,Unknown,
Unknown,Unknown,Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia edmondsoni,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['FRESHWATER'],Unknown,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
White-Faced Capuchin,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus Capucinus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High tropical forests and wet lowland regions,Omnivore,1,Troop,Unknown,Unkown,Unknown,One of the world's most intelligent monkeys!,Unknown,GreyBlackWhite,Hair,35 mph,16-40 years,2.9-3.9kg (6.4-8.6lbs),Unknown,Unknown,Unknown,Unknown,"Human, Snakes, Eagles",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fruit, Leaves, Insects",Unknown,Unknown,Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,Unknown,Unknown,
